eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197003170002,1970,3,17,,0,,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1,0,450 Ficketts St.,"3/17/1970: Suspected members of the Chicano Liberation Front detonated two bombs in administration offices at Roosevelt High School in Los Angeles, California, United States.  There were no casualties and the bombs caused little damage.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,"Roosevelt High School, Los Angeles","Administration offices, Roosevelt High School",217,United States,,,,,,,,,,,,,,,,,Chicano Liberation Front,,,,,,To protest the poor quality of education at a school district made up primarily of Mexican-Americans.,1,,,0,-99,-99,1,9,Other,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Two bombs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Little damages to administrative offices,0,,,,,,,0,,,,,,,,,"There were three other incidents also protesting the quality of education at Roosevelt High School (197004080003, 197004150004, and 197004150005).  Moreover, the school was the target of many demonstrations during this time period.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.","""Arsonists Blamed in $100,000 Roosevelt High School Blaze,"" Los Angeles Times, April 9, 1970.","Paul Houston and Franz Rodriguez, ""Chicano Militants Reportedly Claim 28 Bombings in L.A.,"" Los Angeles Times, August 14, 1971.",,Hewitt Project,0,0,0,0,
197003180001,1970,3,18,,0,,217,United States,1,North America,Ohio,Lockland,39.226835,-84.453309,1,0,,"3/18/1970: Unknown perpetrators detonated a bomb at a booster station of the Cincinnati Gas & Electric Company in Lockland, Ohio, United States.  There were no casualties but the transformer sustained extensive damage.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,,,Transformer,Cincinnati Gas & Electric Company Booster Station,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Extensive damage to the transformer,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197003200001,1970,3,20,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,Near Trucks,"3/20/1970: Unknown perpetrators placed two firebombs at the United States Army Reserve Training Center in Portland, Oregon, United States.  One bomb ignited but burnt out before causing any damage and the other bomb was found and dismantled.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,US Military,United States Army Reserve Training Center in Portland Oregon,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Protest the Vietnam War and sabotage the US Army,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two firebombs,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197003200002,1970,3,20,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,In front of his car,"3/20/1970: Unknown perpetrators shot and killed Burton I. Gordin, the director of the Michigan Civil Rights Commission, in a downtown garage in Detroit, Michigan, United States.  Police suspected that this incident might have been politically motivated as no money was stolen from Gordin's wallet.",1,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,Michigan Civil Rights Commission,Burton I. Gordin,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To protest the civil rights movement,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Three shots fired,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The police were unsure if this incident was an attempted robbery, with the perpetrators too frightened to take the targets money, or if it was an assassination.","Jerry M. Flint, ""Civil Rights Chief In Michigan Slain,"" New York Times, March 21, 1970.","""No Motive of Suspect Seen In Slaying of Rights Official,"" Washington Post, March 22, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
197003210001,1970,3,21,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,White House Mail Room,"3/21/1970: In a series of related incidents, a letter bomb protesting the draft was sent to President Richard Nixon in Washington D.C., United States.  The bomb was intercepted and dismantled.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),17,Head of State,President of the United States,President Richard Nixon,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest against the draft.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,The explosives within the letter bomb were strong enough to blow off a persons fingers.  The detonator contained a mousetrap which experts believed would not have been powerful enough to trigger the explosive.,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This was part of multiple attacks with incident 197003310003.  Both bombs were sent from Seattle and the letter bomb addressed to President Nixon stated that the Selective Service Offices were ""next.""","George Lardner Jr. ""Bomb is Sent by Mail to Nixon Over Draft,"" Washington Post, April 26, 1970.",,"""Bomb for White House Found and Deactivated,"" New York Times, April 24, 1970.",Hewitt Project,-9,-9,0,-9,
197003210002,1970,3,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"3/21/1970: In a series of related attacks, a group called Puerto Rican Resistance claimed credit for an incendiary device that ignited at Bloomingdale's Department Store in Manhattan, New York, United States.  There were no casualties but the firebomb caused minor damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Department Store,Bloomingdale's Department Store,217,United States,,,,,,,,,,,,,,,,,Puerto Rican Resistance Movement,,,,,,Promote Puerto Rican Independence,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"Cigarette box containing flammable material, batteries, and a watch mechanism",0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Suits were burnt,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197003210003.  Four Ecuadorians were originally detained for the bombings but they were eventually released.  The Puerto Rican Resistance claimed credit for the incident in a letter to the New York Daily News.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert D. McFadden, ""2 Stores Targets of Arson Devices,"" New York Times, March 22, 1970.","""Chicago 'Bomb Factory' Probe Seeks Links to Those in N.Y.,"" Washington Post, April 1, 1970.",Hewitt Project,1,0,0,1,"197003210002, 197003210003"
197003210003,1970,3,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"3/21/1970: In a series of related attacks, a group called Puerto Rican Resistance claimed credit for two incendiary devices that ignited at Alexander's Department Store in Manhattan, New York, United States.  One person was injured but the firebomb caused minor damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Department Store,Alexander's Department Store,217,United States,,,,,,,,,,,,,,,,,Puerto Rican Resistance Movement,,,,,,Promote Puerto Rican Independence,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"Cigarette box containing flammable material, batteries, and a watch mechanism",0,0,0,1,1,0,1,3,Minor (likely < $1 million),,Merchandise was slightly damaged,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197003210002.  Four Ecuadorians were originally detained for the bombings but they were eventually released.  The Puerto Rican Resistance claimed credit for the incident in a letter to the New York Daily News.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert D. McFadden, ""2 Stores Targets of Arson Devices,"" New York Times, March 22, 1970.","""Chicago 'Bomb Factory' Probe Seeks Links to Those in N.Y.,"" Washington Post, April 1, 1970.",Hewitt Project,1,0,0,1,"197003210002, 197003210003"
197003220001,1970,3,22,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"3/22/1970: In a series of related attacks, a member of the Black Panther Party detonated a pipe bomb at the brokerage firm Nagler, Weissman & Co. in the Bronx, New York, United States.  There were no casualties but the door and windows of the building were damaged.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Stock Brokerage,"Nagler, Weissman & Company",217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,Revolutionary movement against the financial establishment,0,,,0,1,1,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Pipe bomb with timer,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door and windows of building damaged.  Windows of adjacent buildings also damaged.,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197003220002 and 197003220003.  Police believed that 197003220001 and 197003220002 were carried out by Godwin Bernard, a member of the Black Panther Party.  He was injured when a bomb accidentally blew up in his apartment in what the police determined was a bomb factory.  Police accused his roommate Ishmael Brown, who died in the apartment blast, to be the perpetrator of 197003220003.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Michael Knight, ""15 at the Electric Circus Injured in Bomb Explosion,"" New York Times, March 23, 1970.","Lawrence Van Gelder, ""Injured Bombing Suspect Is Arraigned in Hospital,"" New York Times, August 12, 1970.",Hewitt Project,0,0,0,0,"197003220001, 197003220002, 197003220003"
197003220002,1970,3,22,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"3/22/1970: In a series of related attacks, a member of the Black Panther Party placed a pipe bomb on the window ledge of Chase-Manhattan Bank in the Bronx, New York, United States.  Police discovered and disarmed the time bomb.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Chase-Manhattan Bank,"Chase-Manhattan Bank, Bronx branch",217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,Revolutionary movement against the financial establishment,0,,,0,1,1,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Pipe bomb with timer,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197003220001 and 197003220003.  Police believed that 197003220001 and 197003220002 were carried out by Godwin Bernard, a member of the Black Panther Party.  He was injured when a bomb accidentally blew up in his apartment in what the police determined was a bomb factory.  Police accused his roommate Ishmael Brown, who died in the apartment blast, to be the perpetrator of 197003220003.  There was a pipe bomb placed in the same bank two weeks later (197004020002).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Michael Knight, ""15 at the Electric Circus Injured in Bomb Explosion,"" New York Times, March 23, 1970.","Lawrence Van Gelder, ""Injured Bombing Suspect Is Arraigned in Hospital,"" New York Times, August 12, 1970.",Hewitt Project,0,0,0,0,"197003220001, 197003220002, 197003220003"
197003220003,1970,3,22,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"3/22/1970: In a series of related attacks, a suspected member of the Black Panther Party detonated a pipe bomb at the Electric Circus Discotheque in Manhattan New York, United States.  Seventeen people were injured and the building sustained minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,Discotheque,Electric  Circus,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,,1,,,0,1,0,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Pipe bomb made of dynamite and small caliber ammunition with a clock detonator,0,0,0,17,17,0,1,3,Minor (likely < $1 million),,Portable stage destroyed,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197003220001 and 197003220002.  Originally the police believed that the attack was part of a dispute between Hells Angels, but eventually police accused Ishmael Brown, a member of the Black Panther Party, of being the perpetrator.   The Black Panther Party denied any involvement in the incident.  Brown was killed when a bomb accidentally blew up in his apartment in what the police determined was a bomb factory.  Police accused his roommate Godwin Bernard, who was injured in the apartment blast, of being the perpetrator in 197003220001 and 197003220002","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Michael Knight, ""15 at the Electric Circus Injured in Bomb Explosion,"" New York Times, March 23, 1970.","Lawrence Van Gelder, ""Injured Bombing Suspect Is Arraigned in Hospital,"" New York Times, August 12, 1970.",Hewitt Project,0,0,0,0,"197003220001, 197003220002, 197003220003"
197003230001,1970,3,23,,0,,217,United States,1,North America,Florida,Orlando,28.538235,-81.377389,1,0,,"3/23/1970: Unknown perpetrators detonated a bomb that destroyed the local headquarters of the United Brotherhood of Carpenters and Joiners union in Orlando, Florida, United States.  There were no causalities.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82,Labor Union Related,United Brotherhood of Carpenters and Joiners,Local 1765 Orlando Headquarters,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Many sticks of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two story building destroyed,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Union's Building Blasted,"" New York Times, March 23, 1970.",,Hewitt Project,-9,-9,0,-9,
197003240001,1970,3,24,,0,,160,Philippines,5,Southeast Asia,Pampanga,Angeles,15.153002,120.591942,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air Force,officer,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,1,,0,0,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197003240002,1970,3,24,,1,3/26/1970,58,Dominican Republic,2,Central America & Caribbean,National,Santo Domingo,18.456792,-69.951164,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air force,"Lt. Col. Donal J. Crowley, U.S. Air attache",217,United States,,,,,,,,,,,,,,,,,Dominican Popular Movement (MPD),,,,,,,0,,,0,5,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,1,0,2,,Dominican Republic,1,0,,,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,0,1,1,1,
197003240003,1970,3,24,,1,3/28/1970,11,Argentina,3,South America,Corrientes,Ituzaingo,-27.583246,-56.683334,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Paraguayan government,"Waldemar Sanchez, paraguayan consul, Buenos Aires",158,Paraguay,,,,,,,,,,,,,,,,,Argentine Liberation Front (FAL),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,4,,Argentina,1,0,,,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,0,1,1,1,
197003240004,1970,3,24,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"3/24/1970: Unknown perpetrators tossed a bomb through the window of Joe's Restaurant in Manhattan, New York, United States after it closed.  There were no casualties, however, windows and furniture were damaged.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Caf�,Restaurant,Joe's Restaurant,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Brick tossed through a window then bomb tossed in afterwards,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windows were shattered and furniture was damaged,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bomb Rips Another Caf� in 'Village.'"" Washington Post, March 25, 1970.",,Hewitt Project,-9,-9,0,-9,
197003240005,1970,3,24,,0,,217,United States,1,North America,Ohio,Cleveland,41.479561,-81.675461,1,0,At the pedestal of The Thinker statue.,"3/24/1970: Unknown perpetrators detonated a pipe bomb at Auguste Rodin's Thinker statue that was located in front of the Cleveland Museum of Art in Ohio, United States.  There were no casualties, however, the statue was irrevocably damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Cleveland Museum of Art,The Thinker statue,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Suspected motive was to protest the Vietnam War.,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Pipe bomb consisting of the equivalent of three sticks of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Base and legs of the statue were destroyed,0,,,,,,,0,,,,,,,,,"The perpetrators were never captured, however, it is believed that the attack was intended to protest the Vietnam War.  The statue was never repaired.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Damaged Rodin Work is Righted in Cleveland,"" New York Times, March 31, 1970.","""Auguste Rodin (French 1840-1917) the Thinker, 1880-1881,"" http://www.clevelandart.org/educef/sisterwendy/4832057.aspx, 2009.",Hewitt Project,-9,-9,0,-9,
197003240006,1970,3,24,,0,,217,United States,1,North America,California,Richmond,37.93781,-122.342709,1,0,,"3/24/1970: Unknown perpetrators detonated a bomb outside of the home of a police officer in Richmond, California, United States.  There were no casualties, but the house sustained minor damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Richmond Police Officer,House of Police Officer,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Homemade bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windows shattered. Walls and furniture damaged.,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197003270001,1970,3,27,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,,"3/27/1970: Unknown perpetrators detonated a bomb at the Trovatore Tavern in San Francisco, California, United States.  The Tavern was across the street from the Hall of Justice and frequented by police officers.  There were no casualties, however, the building sustained $5,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,San Francisco Police Department,San Francisco Police Officers frequenting Trovatore Tavern,217,United States,1,Business,2,Restaurant/Bar/Caf�,Tavern,Trovatore Tavern,217,United States,,,,,,,,,Black Nationalists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),5000,Building sustained damages,0,,,,,,,0,,,,,,,,,"Earlier in the month, a leader of the Black community was killed by a San Francisco Police Officer over an argument.","""S.F. Tavern Is Bombed Near Police Station,"" Washington Post, March 28, 1970.","""Guerrilla Acts of Sabotage and Terrorism in the United States 1965-1970,"" Scanlan's Magazine, January 1971.",,Hewitt Project,-9,-9,0,-9,
197003290001,1970,3,29,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",USSR,"Yuri Pivovarov, commercial attache",359,Soviet Union,,,,,,,,,,,,,,,,,Argentine National Organization Movement (MANO),,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,,,,Argentina,1,0,,,,,5,Successful Rescue,1,,,,,PGIS,0,1,1,1,
197003290002,1970,3,29,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,U.S. Embassy,217,United States,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197003300001,1970,3,30,,0,,217,United States,1,North America,Illinois,Biggsville,40.85122,-90.864369,1,0,,"3/30/1970: Unknown perpetrators set fire to the Old State Bank of Biggsville building which housed the Selective Service Offices in Biggsville, Illinois, United States.  There were no casualties but the building and draft records were destroyed causing an estimated $10,500 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Biggsville Illinois,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),105000,Building and draft records destroyed,0,,,,,,,0,,,,,,,,,The perpetrators entered the building by forcing open a rear window.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Fire in Draft Office Destroys Many Files,"" Chicago Tribune, March 29, 1970.",,Hewitt Project,-9,-9,0,-9,
197003300002,1970,3,30,,0,,217,United States,1,North America,Georgia,Fort Benning,32.3575,-84.95623,1,0,,"3/30/1971: A United States soldier threw a firebomb at the military courthouse in Fort Benning, Georgia, United States where the trial of Lt. William Calley was taking place.  Lt. William Calley was on trial for his involvement in the My Lai Massacre.  It is unknown if the attack was successful.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military courthouse where the trial of Lt. William Calley was held,"Military courthouse, Fort Benning Georgia",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the trial of Lt. William Calley and show sympathy for the defendant,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown from a car,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,,"William Greider, ""Calley Pleads for Future Gis,"" Washington Post, March 31, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,Hewitt Project,-9,-9,0,-9,
197003310001,1970,3,31,,1,4/5/1970,83,Guatemala,2,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",FRG Govt.,"Count Karl Von Spreti, ambassador to Guatemala",75,Germany,,,,,,,,,,,,,,,,,Rebel Armed Forces of Guatemala (FAR),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,1,1,0,,,,Guatemala,1,700000,,,,,4,Hostage(s) killed (not during rescue attempt),1,,,,,PGIS,0,1,1,1,
197003310002,1970,3,31,,1,4/3/1970,101,Japan,4,East Asia,,Fukouka,33.580412,130.396361,1,0,,,1,1,1,0,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Japan Airlines,Boeing 727,101,Japan,,,,,,,,,,,,,,,,,Japanese Red Army (JRA),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,9,Melee,23,Knife or Other Sharp Object,,,23,Knife or Other Sharp Object,,,,,Swords; Bomb; Knives,0,0,0,0,0,0,0,,,,,1,129,0,,,South Korea,South Korea,0,,,,,,2,Hostage(s) released by perpetrators,,,,,,Hijacking DB,0,1,0,1,
197003310003,1970,3,31,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,Selective Service Mail Room,"3/31/1970: In a series of related incidents, a letter bomb protesting the draft was sent to Curtis W. Tarr, the head of the Selective Services in Washington D.C., United States.  The bomb was intercepted and dismantled.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Director of the Selective Services,Curtis W. Tarr,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest against the draft.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,The explosives within the letter bomb were strong enough to blow off a persons fingers.  The detonator contained a mousetrap which experts believed would not have been powerful enough to trigger the explosive.,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This was part of multiple attacks with incident 197003210001.  Both bombs were sent from Seattle and the letter bomb addressed to President Nixon stated that the Selective Service Offices were ""next.""","George Lardner Jr. ""Bomb is Sent by Mail to Nixon Over Draft,"" Washington Post, April 26, 1970.","""New Draft Chief Target of Bomb,"" Washington Post, April 1, 1970.","""Bomb for White House Found and Deactivated,"" New York Times, April 24, 1970.",Hewitt Project,-9,-9,0,-9,
